time,x,y,z,qw,qx,qy,qz,vx,vy,vz,
1641629257331385088,0.51916,-0.50495,0.36224,0.61945,-0.78076,-0.08147,0.00736,-0.28998,0.01643,-0.43613,
1641629257381385216,0.50276,-0.50535,0.34057,0.60047,-0.79275,-0.09903,0.03420,-0.31915,-0.04429,-0.39303,
1641629257431385344,0.48511,-0.50885,0.32144,0.58656,-0.79901,-0.11799,0.06003,-0.34489,-0.10123,-0.32755,
1641629257481385216,0.46687,-0.51401,0.30663,0.57950,-0.80002,-0.13508,0.07676,-0.35938,-0.12294,-0.22792,
1641629257531385088,0.44852,-0.52028,0.29750,0.57537,-0.79817,-0.15296,0.09205,-0.35523,-0.15846,-0.11885,
1641629257581385216,0.43107,-0.52780,0.29395,0.57113,-0.79447,-0.17598,0.10795,-0.32578,-0.17121,-0.01498,
1641629257631385344,0.41499,-0.53550,0.29616,0.56751,-0.79081,-0.19655,0.11800,-0.28558,-0.16011,0.09725,
1641629257681385216,0.40202,-0.54389,0.30417,0.56955,-0.78444,-0.21292,0.12219,-0.21123,-0.19458,0.22311,
1641629257731385344,0.39301,-0.55405,0.31816,0.57851,-0.77306,-0.22679,0.12750,-0.13169,-0.22598,0.33059,
1641629257781385216,0.38804,-0.56563,0.33646,0.59036,-0.76041,-0.23656,0.13154,-0.05171,-0.24679,0.39299,
1641629257831385088,0.38713,-0.57837,0.35659,0.60183,-0.74997,-0.24026,0.13271,0.03029,-0.26628,0.40180,
1641629257881385216,0.39021,-0.59205,0.37634,0.61111,-0.74256,-0.23802,0.13596,0.09889,-0.27672,0.38493,
1641629257931385344,0.39601,-0.60653,0.39422,0.61796,-0.73752,-0.23241,0.14205,0.14611,-0.29406,0.32584,
1641629257981385216,0.40358,-0.62190,0.40825,0.62521,-0.73317,-0.22678,0.14194,0.17231,-0.29795,0.25185,
1641629258031385088,0.41215,-0.63820,0.41881,0.62918,-0.73288,-0.21943,0.13734,0.19580,-0.31780,0.18366,
1641629258081385216,0.42220,-0.65635,0.42630,0.63264,-0.73219,-0.21544,0.13130,0.22104,-0.34264,0.12329,
1641629258131385344,0.43343,-0.67459,0.43118,0.63558,-0.73129,-0.21342,0.12528,0.23589,-0.32279,0.08225,
1641629258181386240,0.44580,-0.69001,0.43466,0.63863,-0.73192,-0.20528,0.11960,0.25381,-0.29977,0.05335,
1641629258231385344,0.45890,-0.70597,0.43643,0.64188,-0.73249,-0.19562,0.11481,0.26479,-0.27766,0.03274,
1641629258281386240,0.47225,-0.72084,0.43807,0.64433,-0.73342,-0.18330,0.11548,0.26904,-0.27410,0.02251,
1641629258331387392,0.48501,-0.73432,0.43848,0.64527,-0.73437,-0.17481,0.11731,0.24626,-0.23623,0.00496,
1641629258381385216,0.49638,-0.74633,0.43842,0.64655,-0.73594,-0.16322,0.11716,0.21587,-0.22378,-0.02341,
1641629258431385344,0.50643,-0.75638,0.43675,0.64983,-0.73579,-0.15318,0.11346,0.17985,-0.18567,-0.03172,
1641629258481385216,0.51418,-0.76468,0.43485,0.65257,-0.73663,-0.13997,0.10925,0.12891,-0.12983,-0.05640,
1641629258531385088,0.51957,-0.77056,0.43179,0.65143,-0.74015,-0.13138,0.10273,0.07807,-0.09281,-0.07189,
1641629258581385216,0.52254,-0.77364,0.42809,0.65078,-0.74133,-0.12785,0.10286,0.01828,-0.03147,-0.08540,
1641629258631386368,0.52286,-0.77249,0.42381,0.64850,-0.74325,-0.12806,0.10307,-0.03739,0.04067,-0.08247,
1641629258681387264,0.51998,-0.76866,0.41996,0.64786,-0.74363,-0.12932,0.10280,-0.08974,0.11706,-0.08026,
1641629258731387136,0.51465,-0.76150,0.41592,0.64694,-0.74372,-0.13360,0.10252,-0.13238,0.17212,-0.08156,
1641629258781386240,0.50707,-0.75154,0.41186,0.64705,-0.74185,-0.13968,0.10716,-0.17014,0.22867,-0.08046,
1641629258831385088,0.49758,-0.73846,0.40733,0.64526,-0.74054,-0.14832,0.11503,-0.20615,0.29392,-0.09155,
1641629258881386240,0.48924,-0.72125,0.40315,0.64224,-0.74019,-0.15707,0.12234,-0.22961,0.34869,-0.09902,
1641629258931385344,0.48132,-0.70173,0.39913,0.63713,-0.74058,-0.16737,0.13266,-0.24108,0.39392,-0.09953,
1641629258981385216,0.47426,-0.68104,0.39551,0.62951,-0.74352,-0.17637,0.14063,-0.24174,0.41918,-0.10595,
1641629259031385088,0.46782,-0.65972,0.39172,0.62410,-0.74483,-0.18414,0.14770,-0.24075,0.43327,-0.10975,
1641629259081385216,0.45828,-0.63521,0.38617,0.61469,-0.74944,-0.19330,0.15206,-0.24650,0.46370,-0.14389,
1641629259131385344,0.44727,-0.60855,0.37912,0.60587,-0.75571,-0.19844,0.14981,-0.23715,0.47018,-0.15378,
1641629259181385216,0.43613,-0.58171,0.37121,0.59664,-0.76308,-0.20207,0.14455,-0.22438,0.46223,-0.18317,
1641629259231385344,0.42637,-0.55614,0.36263,0.58891,-0.76960,-0.20343,0.13970,-0.19574,0.43852,-0.19296,
1641629259281386240,0.41676,-0.53381,0.35214,0.58323,-0.77578,-0.20258,0.13024,-0.19281,0.42468,-0.22556,
1641629259331385088,0.40715,-0.51315,0.34034,0.57395,-0.78510,-0.19852,0.12160,-0.19554,0.39398,-0.26546,
1641629259381385216,0.39724,-0.49525,0.32676,0.56395,-0.79439,-0.19501,0.11344,-0.20126,0.31341,-0.26908,
1641629259431385344,0.38695,-0.48235,0.31357,0.55434,-0.80099,-0.19455,0.11523,-0.21653,0.20446,-0.25805,
1641629259481385216,0.37600,-0.47497,0.30181,0.54821,-0.80292,-0.19738,0.12581,-0.22589,0.09622,-0.20537,
1641629259531385088,0.36431,-0.47234,0.29301,0.54104,-0.80395,-0.20160,0.14242,-0.24599,0.01127,-0.14433,
1641629259581385216,0.35161,-0.47328,0.28775,0.53256,-0.80676,-0.20616,0.15169,-0.26197,-0.06215,-0.05749,
1641629259631385344,0.33916,-0.47891,0.28735,0.52924,-0.80449,-0.21565,0.16182,-0.23926,-0.16526,0.05125,
1641629259681385216,0.32882,-0.48891,0.29246,0.52756,-0.79776,-0.23124,0.17828,-0.17678,-0.23247,0.14893,
1641629259731385344,0.32228,-0.50056,0.30121,0.52473,-0.79226,-0.24597,0.19099,-0.08628,-0.24432,0.20672,
1641629259781385216,0.32124,-0.51274,0.31224,0.52764,-0.78589,-0.25345,0.19933,0.03835,-0.27229,0.23969,
1641629259831385088,0.32604,-0.52639,0.32473,0.53440,-0.77617,-0.26051,0.21002,0.15275,-0.29386,0.26645,
1641629259881385216,0.33556,-0.54030,0.33769,0.53843,-0.76715,-0.26726,0.22393,0.23276,-0.27246,0.26270,
1641629259931385344,0.34861,-0.55278,0.35043,0.54151,-0.76104,-0.27162,0.23194,0.30674,-0.23181,0.27356,
1641629259981387264,0.36527,-0.56319,0.36410,0.54687,-0.75622,-0.27052,0.23638,0.38221,-0.17961,0.29644,
1641629260031385088,0.38535,-0.57105,0.37861,0.55734,-0.75214,-0.25958,0.23724,0.44484,-0.12938,0.29330,
1641629260081385216,0.40810,-0.57697,0.39150,0.56838,-0.74961,-0.24220,0.23742,0.48654,-0.09531,0.22479,
1641629260131385344,0.43263,-0.58106,0.39974,0.57658,-0.74866,-0.22288,0.23955,0.50773,-0.05724,0.09573,
1641629260181385216,0.45758,-0.58226,0.40024,0.58129,-0.75254,-0.20196,0.23451,0.49665,0.00196,-0.07604,
1641629260231385344,0.48239,-0.58085,0.39240,0.58278,-0.76267,-0.17643,0.21813,0.49887,0.04930,-0.22923,
1641629260281386240,0.50762,-0.57765,0.37830,0.57546,-0.77869,-0.14858,0.20104,0.51869,0.06700,-0.32403,
1641629260331385088,0.53381,-0.57404,0.36031,0.56268,-0.79567,-0.11871,0.19028,0.53212,0.06117,-0.38648,
1641629260381385216,0.56049,-0.57121,0.34027,0.54649,-0.81210,-0.08671,0.18524,0.53507,0.03717,-0.40620,
1641629260431385344,0.58663,-0.56934,0.32022,0.52993,-0.82744,-0.05728,0.17674,0.51357,0.02221,-0.36905,
1641629260481385216,0.61140,-0.56893,0.30461,0.52117,-0.83826,-0.02768,0.15790,0.47908,-0.02406,-0.23946,
1641629260531385088,0.63391,-0.57181,0.29764,0.52294,-0.84250,-0.00313,0.12931,0.42440,-0.09605,-0.02991,
1641629260581385216,0.65354,-0.57757,0.30144,0.53151,-0.84040,0.01053,0.10544,0.36089,-0.12556,0.18220,
1641629260631385344,0.67009,-0.58364,0.31561,0.54310,-0.83511,0.02054,0.08485,0.30078,-0.11338,0.37699,
1641629260681385216,0.68343,-0.58897,0.33808,0.55678,-0.82759,0.02744,0.06584,0.22597,-0.09778,0.51623,
1641629260731385344,0.69265,-0.59377,0.36650,0.57411,-0.81678,0.03153,0.04769,0.13203,-0.09398,0.61851,
1641629260781385216,0.69659,-0.59880,0.39881,0.59390,-0.80325,0.03084,0.03340,0.01852,-0.10276,0.66518,
1641629260831385088,0.69467,-0.60373,0.43186,0.61353,-0.78896,0.02532,0.02205,-0.09798,-0.08998,0.64918,
1641629260881385216,0.68677,-0.60789,0.46275,0.63029,-0.77615,0.01457,0.01092,-0.20726,-0.07131,0.57838,
1641629260931386112,0.67443,-0.61073,0.48911,0.64250,-0.76628,-0.00032,0.00136,-0.29035,-0.03752,0.47006,
1641629260981385216,0.65817,-0.61168,0.50884,0.65083,-0.75902,-0.01665,-0.00599,-0.35347,-0.01657,0.31719,
1641629261031385088,0.63927,-0.61189,0.52014,0.65402,-0.75565,-0.03508,-0.00426,-0.39563,-0.00969,0.13760,
1641629261081385216,0.61843,-0.61173,0.52207,0.65112,-0.75686,-0.05656,0.00390,-0.43241,-0.01437,-0.04834,
1641629261131385344,0.59593,-0.61184,0.51506,0.64440,-0.76020,-0.08168,0.01324,-0.44808,-0.02265,-0.21257,
1641629261181385216,0.57318,-0.61249,0.50107,0.63434,-0.76541,-0.10635,0.02117,-0.44280,-0.02932,-0.32113,
1641629261231385344,0.55063,-0.61351,0.48282,0.62256,-0.77149,-0.12653,0.03487,-0.42863,-0.04302,-0.39680,
1641629261281385216,0.52842,-0.61571,0.46138,0.60643,-0.77963,-0.14579,0.05626,-0.42546,-0.06968,-0.45728,
1641629261331385088,0.50601,-0.61873,0.43624,0.58492,-0.78988,-0.16872,0.07410,-0.43053,-0.08060,-0.52634,
1641629261381385216,0.48370,-0.62313,0.40856,0.56363,-0.79873,-0.19247,0.08549,-0.41931,-0.13365,-0.54758,
1641629261431385344,0.46275,-0.63078,0.38051,0.54583,-0.80404,-0.21686,0.09255,-0.39686,-0.19099,-0.53381,
1641629261481385216,0.44361,-0.64172,0.35464,0.52760,-0.80811,-0.24001,0.10483,-0.36010,-0.24318,-0.48825,
1641629261531385088,0.42587,-0.65413,0.33195,0.50616,-0.81325,-0.26113,0.11928,-0.32847,-0.26382,-0.41754,
1641629261581385216,0.40988,-0.66702,0.31284,-0.49149,0.81496,0.27609,-0.13438,-0.29758,-0.25911,-0.34465,
1641629261631385344,0.39488,-0.67941,0.29831,-0.47581,0.81774,0.28623,-0.15161,-0.28551,-0.25497,-0.24213,
1641629261681385216,0.38100,-0.69160,0.28915,-0.46278,0.81731,0.29898,-0.16864,-0.25916,-0.24073,-0.11179,
1641629261731385344,0.36912,-0.70247,0.28776,-0.45435,0.81332,0.31206,-0.18626,-0.20490,-0.19826,0.06571,
1641629261781385216,0.36102,-0.71074,0.29661,-0.45594,0.80604,0.32080,-0.19878,-0.11182,-0.13265,0.29569,
1641629261831385088,0.35845,-0.71629,0.31684,-0.47011,0.79594,0.31930,-0.20861,0.01228,-0.09034,0.50668,
1641629261881385216,0.36253,-0.71999,0.34623,-0.49107,0.78223,0.31444,-0.21932,0.14579,-0.06470,0.65616,
1641629261931385344,0.37292,-0.72223,0.38131,0.51474,-0.76835,-0.30443,0.22804,0.26429,-0.02614,0.73600,
1641629261981385216,0.38902,-0.72176,0.41810,0.54300,-0.75499,-0.28684,0.22993,0.36288,-0.00973,0.73010,
1641629262031385088,0.40925,-0.72123,0.45356,0.57082,-0.74259,-0.26741,0.22629,0.43616,-0.00293,0.68401,
1641629262081385216,0.43249,-0.72112,0.48541,0.59577,-0.73163,-0.24936,0.21817,0.49099,0.00204,0.59306,
1641629262131385344,0.45803,-0.72129,0.51231,0.61730,-0.72229,-0.23183,0.20853,0.53551,0.02102,0.48349,
1641629262181385216,0.48507,-0.71955,0.53298,0.63374,-0.71782,-0.21191,0.19545,0.56675,0.06629,0.34727,
1641629262231385344,0.51357,-0.71539,0.54693,0.64404,-0.71967,-0.18703,0.17973,0.59838,0.09756,0.21007,
1641629262281385216,0.54359,-0.70999,0.55374,0.64819,-0.72625,-0.16034,0.16342,0.63094,0.10441,0.06642,
1641629262331385088,0.57511,-0.70437,0.55342,0.64734,-0.73605,-0.13264,0.14696,0.65431,0.09709,-0.07249,
1641629262381385216,0.60770,-0.69896,0.54620,0.64542,-0.74587,-0.10438,0.12734,0.67362,0.07937,-0.20026,
1641629262431385344,0.64113,-0.69473,0.53376,0.63944,-0.75747,-0.07516,0.10818,0.69380,0.05562,-0.28235,
1641629262481385216,0.67541,-0.69205,0.51768,0.63241,-0.76853,-0.04061,0.08813,0.70296,0.02931,-0.35166,
1641629262531385088,0.71012,-0.69165,0.49898,0.62304,-0.77935,-0.00286,0.06651,0.70091,-0.04121,-0.37793,
1641629262581385216,0.74374,-0.69437,0.47949,0.61446,-0.78672,0.03462,0.04821,0.66151,-0.10111,-0.37843,
1641629262631387136,0.77515,-0.70025,0.46089,0.60730,-0.79081,0.06788,0.03464,0.61892,-0.16288,-0.33048,
1641629262681385216,0.80396,-0.70811,0.44525,0.59972,-0.79395,0.09846,0.01721,0.56561,-0.18188,-0.26375,
1641629262731385344,0.83011,-0.71685,0.43385,0.59150,-0.79629,0.12652,-0.00541,0.52090,-0.19436,-0.15435,
1641629262781385216,0.85310,-0.72619,0.42838,0.58462,-0.79746,0.14719,-0.02478,0.46690,-0.19222,-0.01483,
1641629262831385088,0.87358,-0.73541,0.43044,0.58181,-0.79610,0.16161,-0.03993,0.41997,-0.17716,0.13428,
1641629262881385216,0.89202,-0.74384,0.43959,0.58277,-0.79211,0.17232,-0.05701,0.37066,-0.15258,0.26627,
1641629262931385344,0.90826,-0.75135,0.45541,0.58747,-0.78544,0.18075,-0.07280,0.30750,-0.14091,0.38491,
1641629262981385216,0.92080,-0.75792,0.47627,0.59573,-0.77689,0.18462,-0.08638,0.22476,-0.13237,0.46451,
1641629263031385088,0.92970,-0.76437,0.50062,0.60646,-0.76732,0.18385,-0.09806,0.14696,-0.11761,0.51912,
1641629263081385216,0.93461,-0.76979,0.52691,0.61893,-0.75611,0.18200,-0.10999,0.07735,-0.09416,0.54050,
1641629263131385344,0.93538,-0.77295,0.55386,0.63109,-0.74466,0.18030,-0.12122,0.01687,-0.07051,0.53984,
1641629263181385216,0.93378,-0.77471,0.57956,0.64044,-0.73659,0.17640,-0.12710,-0.03474,-0.03495,0.50127,
1641629263231385344,0.93016,-0.77515,0.60259,0.64830,-0.73073,0.16930,-0.13069,-0.07997,-0.00986,0.43624,
1641629263281385216,0.92439,-0.77403,0.62214,0.65671,-0.72345,0.16111,-0.13927,-0.12121,0.00043,0.36219,
1641629263331385088,0.91599,-0.77175,0.63787,0.66293,-0.71815,0.15291,-0.14632,-0.16029,0.00181,0.28249,
1641629263381385216,0.90586,-0.77027,0.64911,0.66803,-0.71493,0.14329,-0.14857,-0.19949,-0.00921,0.18287,
1641629263431385344,0.89376,-0.76954,0.65456,0.67291,-0.71282,0.13031,-0.14867,-0.22719,-0.01895,0.05874,
1641629263481385216,0.88124,-0.76870,0.65399,0.67629,-0.71243,0.11688,-0.14633,-0.21470,0.00808,-0.04844,
1641629263531387392,0.86896,-0.76530,0.64763,0.67439,-0.71536,0.10894,-0.14695,-0.19971,0.04027,-0.15053,
1641629263581385216,0.85812,-0.76102,0.63757,0.67069,-0.72034,0.10303,-0.14376,-0.19071,0.05996,-0.21411,
1641629263631385344,0.84766,-0.75722,0.62473,0.66531,-0.72839,0.09730,-0.13170,-0.19448,0.07140,-0.28374,
1641629263681385216,0.83730,-0.75276,0.60881,0.65712,-0.73901,0.09203,-0.11655,-0.19869,0.09310,-0.33617,
1641629263731385344,0.82670,-0.74786,0.59011,0.64748,-0.75025,0.08729,-0.10137,-0.20410,0.09157,-0.39165,
1641629263781385216,0.81680,-0.74385,0.56919,0.63722,-0.76122,0.08247,-0.08772,-0.17096,0.06946,-0.42024,
1641629263831385088,0.80967,-0.73994,0.54796,0.62709,-0.77082,0.08367,-0.07477,-0.10491,0.06491,-0.42086,
1641629263891385344,0.80579,-0.73635,0.52307,0.61359,-0.78194,0.09235,-0.05950,-0.01366,0.04140,-0.41357,
1641629263931386112,0.80622,-0.73457,0.50670,0.60277,-0.79003,0.09942,-0.05142,0.04283,0.02235,-0.40428,
1641629263981385216,0.80991,-0.73394,0.48761,0.59061,-0.79794,0.11020,-0.04838,0.11761,-0.01173,-0.35857,
1641629264031385088,0.81718,-0.73490,0.47145,0.58060,-0.80284,0.12447,-0.05346,0.18362,-0.03395,-0.28553,
1641629264081385216,0.82772,-0.73740,0.45993,0.57171,-0.80630,0.13841,-0.06221,0.24412,-0.07094,-0.17171,
1641629264131385344,0.84121,-0.74163,0.45451,0.56585,-0.80748,0.15185,-0.06879,0.29548,-0.10361,-0.04359,
1641629264181385216,0.85703,-0.74704,0.45593,0.56495,-0.80389,0.16969,-0.07611,0.32473,-0.11267,0.09801,
1641629264231385344,0.87280,-0.75266,0.46421,0.56810,-0.79682,0.18702,-0.08581,0.29118,-0.11286,0.23533,
1641629264281385216,0.88612,-0.75811,0.47946,0.57492,-0.78894,0.19591,-0.09310,0.23143,-0.10581,0.37164,
1641629264331385088,0.89610,-0.76315,0.50073,0.58766,-0.77744,0.19987,-0.10150,0.15794,-0.09937,0.47505,
1641629264381385216,0.90219,-0.76799,0.52587,0.60329,-0.76457,0.19739,-0.11184,0.07782,-0.08435,0.52842,
1641629264431385344,0.90485,-0.77170,0.55243,0.61867,-0.75309,0.18773,-0.12191,0.02961,-0.05516,0.53495,
1641629264481385216,0.90621,-0.77379,0.57820,0.63051,-0.74360,0.17991,-0.13093,0.01322,-0.00684,0.49773,
1641629264531385088,0.90659,-0.77385,0.60051,0.63914,-0.73510,0.17675,-0.14104,-0.01738,0.03723,0.39783,
1641629264581385216,0.90483,-0.77224,0.61730,0.64304,-0.73139,0.17165,-0.14867,-0.07814,0.06483,0.28039,
1641629264631385344,0.89954,-0.76937,0.62767,0.64667,-0.73009,0.16224,-0.14987,-0.15295,0.06511,0.13748,
1641629264681385216,0.89090,-0.76549,0.63029,0.65046,-0.73048,0.14950,-0.14477,-0.21012,0.09964,-0.03056,
1641629264731385344,0.87956,-0.75893,0.62444,0.64792,-0.73574,0.13730,-0.14155,-0.25411,0.14963,-0.18725,
1641629264781385216,0.86595,-0.75103,0.61227,0.64371,-0.74271,0.12513,-0.13550,-0.30772,0.15821,-0.28362,
1641629264831385088,0.84917,-0.74350,0.59650,0.63978,-0.75139,0.10761,-0.12045,-0.36267,0.14370,-0.33654,
1641629264881385216,0.82972,-0.73646,0.57895,0.63304,-0.76263,0.08830,-0.09926,-0.40842,0.13722,-0.36189,
1641629264931385344,0.80768,-0.73055,0.56037,0.62660,-0.77271,0.06368,-0.07889,-0.46188,0.09782,-0.37105,
1641629264981385216,0.78339,-0.72643,0.54199,0.62174,-0.78034,0.03380,-0.05800,-0.49622,0.07166,-0.34912,
1641629265031385088,0.75757,-0.72369,0.52500,0.61951,-0.78425,0.00687,-0.03335,-0.53566,0.03982,-0.32261,
1641629265081385216,0.73011,-0.72159,0.50895,0.61426,-0.78873,-0.02292,-0.00782,-0.56506,0.04491,-0.30251,
1641629265141385216,0.69515,-0.71860,0.49145,0.60551,-0.79371,-0.05566,0.01691,-0.59688,0.04963,-0.28783,
1641629265181385216,0.67075,-0.71719,0.48048,0.59623,-0.79829,-0.07908,0.03161,-0.60870,0.01533,-0.26833,
1641629265231385344,0.63994,-0.71801,0.46746,0.58406,-0.80188,-0.11286,0.05592,-0.61388,-0.04151,-0.26394,
1641629265281385216,0.60924,-0.72144,0.45478,0.57279,-0.80243,-0.14799,0.07820,-0.60413,-0.09571,-0.24465,
1641629265331388160,0.57946,-0.72786,0.44290,0.56285,-0.79914,-0.18408,0.10340,-0.57956,-0.15114,-0.23391,
1641629265391385344,0.54616,-0.73824,0.43069,0.54847,-0.79333,-0.22460,0.13912,-0.52333,-0.19222,-0.17540,
1641629265431385344,0.52577,-0.74649,0.42416,0.53890,-0.78750,-0.24864,0.16615,-0.49118,-0.21146,-0.15746,
1641629265481385216,0.50217,-0.75742,0.41744,0.52389,-0.78128,-0.27546,0.19815,-0.45079,-0.21993,-0.11093,
1641629265531385088,0.48029,-0.76890,0.41264,0.50947,-0.77420,-0.29703,0.22984,-0.42142,-0.23907,-0.08827,
1641629265581385216,0.46007,-0.78158,0.40941,-0.49355,0.76624,0.31918,-0.25964,-0.38337,-0.27074,-0.04139,
1641629265631385344,0.44202,-0.79643,0.40811,-0.47879,0.75293,0.34476,-0.29155,-0.33880,-0.31354,-0.01168,
1641629265681385216,0.42638,-0.81288,0.40839,-0.46279,0.73649,0.37331,-0.32257,-0.28664,-0.33260,0.03058,
1641629265731385344,0.41351,-0.83009,0.41066,-0.44727,0.71871,0.39891,-0.35252,-0.23035,-0.34144,0.07015,
1641629265781385216,0.40350,-0.84723,0.41517,-0.43273,0.70067,0.42007,-0.38124,-0.17340,-0.32903,0.11911,
1641629265831385088,0.39611,-0.86365,0.42214,-0.41828,0.68338,0.43858,-0.40705,-0.11890,-0.30850,0.17377,
1641629265881385216,0.39183,-0.87916,0.43206,-0.40757,0.66517,0.45552,-0.42889,-0.05148,-0.28335,0.24326,
1641629265931385344,0.39139,-0.89344,0.44576,-0.40630,0.64456,0.46805,-0.44765,0.03070,-0.24962,0.31699,
1641629265981385216,0.39447,-0.90581,0.46309,-0.41252,0.62216,0.47787,-0.46302,0.08268,-0.18682,0.39490,
1641629266031385088,0.39948,-0.91496,0.48385,-0.42259,0.60264,0.48446,-0.47280,0.11468,-0.12831,0.44354,
1641629266081386240,0.40563,-0.92209,0.50619,-0.43600,0.58606,0.48957,-0.47619,0.12946,-0.06968,0.46511,
1641629266131385344,0.41225,-0.92618,0.52902,-0.45181,0.57412,0.49249,-0.47297,0.13033,-0.00715,0.46635,
1641629266181385216,0.41849,-0.92695,0.55170,-0.46894,0.56759,0.49137,-0.46529,0.12822,0.06222,0.44863,
1641629266231385344,0.42500,-0.92283,0.57305,-0.48450,0.56445,0.48627,-0.45847,0.13958,0.13562,0.41081,
1641629266281385216,0.43199,-0.91519,0.59142,0.50197,-0.56346,-0.47582,0.45181,0.15157,0.19429,0.32804,
1641629266331385088,0.43956,-0.90461,0.60583,0.51598,-0.56700,-0.46268,0.44520,0.16419,0.25010,0.24255,
1641629266381385216,0.44735,-0.89097,0.61500,0.52683,-0.57585,-0.44678,0.43730,0.14990,0.30420,0.12189,
1641629266431385344,0.45503,-0.87498,0.61857,0.53351,-0.59077,-0.42684,0.42915,0.17025,0.33992,0.01177,
1641629266481385216,0.46353,-0.85775,0.61584,0.53464,-0.60671,-0.40577,0.42593,0.16863,0.35225,-0.12950,
1641629266531385088,0.47191,-0.84057,0.60605,0.52819,-0.62661,-0.38493,0.42451,0.15683,0.33431,-0.27158,
1641629266581386240,0.47925,-0.82456,0.58929,0.51639,-0.64767,-0.36884,0.42168,0.13427,0.30777,-0.39791,
1641629266631385344,0.48666,-0.81042,0.56784,0.50441,-0.66658,-0.35204,0.42107,0.13497,0.26373,-0.47987,
1641629266681385216,0.49398,-0.79863,0.54282,-0.49455,0.68399,0.33455,-0.41912,0.13583,0.21090,-0.53081,
1641629266731385344,0.50209,-0.78958,0.51629,-0.48151,0.70102,0.32021,-0.41734,0.15196,0.16227,-0.54424,
1641629266781385216,0.51156,-0.78191,0.49017,-0.46753,0.71807,0.30539,-0.41536,0.19385,0.14201,-0.51652,
1641629266831385088,0.52372,-0.77483,0.46568,-0.45926,0.73430,0.28770,-0.40879,0.24186,0.13253,-0.46867,
1641629266881385216,0.53810,-0.76832,0.44483,-0.45950,0.75062,0.26667,-0.39282,0.30227,0.12536,-0.37365,
1641629266931385344,0.55519,-0.76174,0.42928,-0.46302,0.76921,0.24544,-0.36564,0.36130,0.12943,-0.24255,
1641629266981385216,0.57633,-0.75595,0.42136,-0.47194,0.78442,0.22023,-0.33683,0.45610,0.09387,-0.08220,
1641629267031385088,0.60099,-0.75187,0.42103,-0.48515,0.79226,0.19857,-0.31230,0.51378,0.06953,0.06588,
1641629267081385216,0.62744,-0.74854,0.42723,0.50285,-0.79614,-0.17606,0.28688,0.53439,0.07689,0.18087,
1641629267131385344,0.65427,-0.74487,0.43871,0.51903,-0.80066,-0.15228,0.25762,0.54573,0.06788,0.27461,
1641629267181385216,0.68203,-0.74273,0.45402,0.53370,-0.80264,-0.13170,0.23151,0.56489,0.02103,0.34065,
1641629267241385216,0.71560,-0.74269,0.47560,0.55447,-0.79824,-0.11040,0.20782,0.54295,-0.00239,0.36867,
1641629267281385216,0.73678,-0.74302,0.49042,0.56630,-0.79782,-0.09494,0.18379,0.52047,-0.00336,0.38352,
1641629267331385088,0.76234,-0.74422,0.51014,0.58087,-0.79802,-0.06908,0.14484,0.50712,-0.04908,0.41132,
1641629267381385216,0.78789,-0.74842,0.53110,0.59497,-0.79606,-0.04121,0.10291,0.48789,-0.10807,0.43928,
1641629267431385344,0.81194,-0.75486,0.55299,0.60514,-0.79338,-0.01515,0.06415,0.44958,-0.13451,0.44519,
1641629267481385216,0.83394,-0.76197,0.57494,0.61425,-0.78856,0.01217,0.02668,0.40180,-0.14147,0.43583,
1641629267531385088,0.85255,-0.76906,0.59593,0.62097,-0.78280,0.03883,-0.01084,0.33375,-0.13601,0.40280,
1641629267581385216,0.86721,-0.77626,0.61523,0.62839,-0.77411,0.06147,-0.04579,0.24871,-0.14047,0.36448,
1641629267631385344,0.87746,-0.78263,0.63216,0.63400,-0.76605,0.07516,-0.07461,0.17221,-0.10168,0.31217,
1641629267681385216,0.88392,-0.78690,0.64662,0.63664,-0.75987,0.08440,-0.10085,0.11095,-0.06295,0.26278,
1641629267731385344,0.88680,-0.78952,0.65802,0.63674,-0.75554,0.09077,-0.12443,0.05930,-0.04887,0.19772,
1641629267781385216,0.88799,-0.79228,0.66629,0.63934,-0.74949,0.09553,-0.14278,0.02616,-0.05176,0.13578,
1641629267831385088,0.88709,-0.79533,0.67050,0.64482,-0.74161,0.10162,-0.15458,-0.00109,-0.05884,0.03803,
1641629267881388288,0.88582,-0.79884,0.66877,0.64826,-0.73755,0.10478,-0.15746,0.00177,-0.04813,-0.08775,
1641629267931385344,0.88495,-0.80107,0.66052,0.64761,-0.73715,0.11130,-0.15758,0.02721,-0.01854,-0.20355,
1641629267981385216,0.88648,-0.80059,0.64717,0.64326,-0.73873,0.12194,-0.16010,0.05537,0.01247,-0.30560,
1641629268041385216,0.89017,-0.79941,0.62648,0.63603,-0.74322,0.13592,-0.15688,0.05554,0.03396,-0.38765,
1641629268081385216,0.89147,-0.79930,0.60902,0.62874,-0.74956,0.14485,-0.14788,0.04967,0.06285,-0.44264,
1641629268131385344,0.89198,-0.79666,0.58510,0.61708,-0.75897,0.15743,-0.13561,0.01554,0.09946,-0.48178,
1641629268181385216,0.89034,-0.79242,0.56032,0.60549,-0.76901,0.16687,-0.11896,-0.04658,0.12348,-0.47948,
1641629268241385216,0.88307,-0.78614,0.53213,0.59636,-0.77953,0.16765,-0.09265,-0.15766,0.13758,-0.42760,
